step,elapsed_sec,action,observed_protocol,throughput_mbps,rtt_ms,smoothed_rtt,cwnd,loss_rate,reward
74,3.563427,yeah,yeah,1.107,672.82,682.816,68.0,0.0,-66.17500000000001
75,3.596682,yeah,yeah,1.095,676.092,686.711,69.0,0.0,-66.5142
76,3.630945,yeah,yeah,1.098,707.113,689.535,69.0,0.0,-69.61330000000001
77,3.663315,yeah,yeah,1.078,709.007,696.736,69.0,0.0,-69.8227
78,3.695615,yeah,yeah,1.097,660.308,689.414,69.0,0.0,-64.9338
79,3.734164,yeah,yeah,1.127,679.181,686.927,69.0,0.0,-66.79110000000001
80,3.76783,yeah,yeah,1.06,621.55,669.435,70.0,0.0,-61.095
81,3.83081,yeah,yeah,1.06,685.096,671.393,70.0,0.0,-67.4496
82,3.87828,yeah,yeah,1.133,536.911,656.085,70.0,0.0,-52.558099999999996
83,3.936589,yeah,yeah,0.97,595.144,624.738,70.0,0.0,-58.5444
84,4.000153,yeah,yeah,1.083,658.72,623.841,71.0,0.0,-64.789
85,4.060088,yeah,yeah,1.12,718.647,639.51,71.0,0.0,-70.74470000000001
86,4.089343,yeah,yeah,1.08,710.72,667.532,71.0,0.0,-69.992
87,4.125007,yeah,yeah,1.103,707.234,682.941,71.0,0.0,-69.62040000000002
88,4.189907,yeah,yeah,1.1,750.04,694.983,72.0,0.0,-73.90400000000001
89,4.243745,yeah,yeah,1.137,679.859,702.95,72.0,0.0,-66.8489
90,4.306293,yeah,yeah,1.145,709.476,702.685,72.0,0.0,-69.80260000000001
91,4.3563,yeah,yeah,1.11,725.541,708.522,73.0,0.0,-71.4441
92,4.398172,yeah,yeah,1.102,757.958,714.701,73.0,0.0,-74.6938
93,4.440067,yeah,yeah,1.095,744.353,724.951,74.0,0.0,-73.3403
94,4.467849,yeah,yeah,1.096,733.663,726.523,74.0,0.0,-72.2703
95,4.490989,yeah,yeah,1.089,743.677,730.308,74.0,0.0,-73.2787
96,4.525559,yeah,yeah,1.098,694.78,728.037,75.0,0.0,-68.38
97,4.558256,yeah,yeah,1.139,680.016,720.28,75.0,0.0,-66.8626
98,4.628512,yeah,yeah,1.154,692.041,721.29,76.0,0.0,-68.05010000000001
99,4.65437,yeah,yeah,1.172,717.834,717.664,76.0,0.0,-70.6114
100,4.683789,yeah,yeah,1.201,683.548,715.733,77.0,0.0,-67.1538
