step,elapsed_sec,action,observed_protocol,throughput_mbps,rtt_ms,smoothed_rtt,cwnd,loss_rate,reward
0,0.157814,cubic,cubic,0.077,140.849,172.392,10.0,0.0,-14.0079
1,0.355789,bbr,bbr,0.561,116.196,165.685,20.0,0.0,-11.0586
2,0.538788,vegas,vegas,0.705,247.219,178.762,22.0,0.0,-24.016900000000003
3,0.703525,bbr,bbr,0.921,303.408,234.727,34.0,0.0,-29.419800000000002
4,0.83237,cubic,cubic,1.031,287.175,254.083,36.0,0.0,-27.686500000000002
5,0.966093,vegas,vegas,0.934,357.788,293.857,36.0,0.0,-34.844800000000006
6,1.084184,cubic,cubic,0.935,419.799,356.909,40.0,0.0,-41.0449
7,1.212698,bbr,bbr,0.914,435.521,384.354,40.0,0.0,-42.6381
8,1.362804,vegas,vegas,0.953,509.256,413.58,44.0,0.0,-49.9726
9,1.489178,bbr,bbr,0.724,592.207,470.611,46.0,0.0,-58.496700000000004
10,1.679016,cubic,cubic,0.621,685.982,553.375,49.0,0.0,-67.97720000000001
11,1.816104,bbr,bbr,0.615,768.071,626.55,49.0,0.0,-76.19210000000001
12,1.965377,vegas,vegas,0.603,752.71,697.973,53.0,0.0,-74.668
13,2.069735,cubic,cubic,0.591,819.074,741.425,55.0,0.0,-81.3164
14,2.222687,cubic,cubic,0.616,852.088,776.234,55.0,0.0,-84.5928
15,2.335716,vegas,vegas,0.591,878.318,822.691,55.0,0.0,-87.24080000000001
16,2.472503,bbr,bbr,0.645,897.168,847.387,58.0,0.0,-89.07180000000001
17,2.581665,vegas,vegas,0.658,843.8,846.982,60.0,0.0,-83.722
18,2.763251,vegas,vegas,0.762,797.908,809.164,67.0,0.0,-79.0288
19,2.909189,cubic,cubic,0.764,805.282,805.333,72.0,0.0,-79.76420000000002
20,3.057236,bbr,bbr,0.725,709.056,742.058,72.0,0.0,-70.18060000000001
21,3.165653,bbr,bbr,0.783,693.335,706.571,78.0,0.0,-68.5505
22,3.311081,cubic,cubic,0.821,751.565,716.891,80.0,0.0,-74.33550000000001
23,3.482714,bbr,bbr,0.847,824.255,758.94,80.0,0.0,-81.5785
24,3.602395,cubic,cubic,0.747,901.619,798.087,82.0,0.0,-89.4149
25,3.751175,vegas,vegas,0.726,969.625,861.313,82.0,0.0,-96.2365
26,3.965923,bbr,bbr,0.698,1079.209,944.724,85.0,0.0,-107.22290000000002
27,4.09847,cubic,cubic,0.645,1137.837,1030.479,87.0,0.0,-113.13870000000001
28,4.280836,bbr,bbr,0.64,1278.354,1107.301,87.0,0.0,-127.1954
29,4.510125,vegas,vegas,0.587,1428.276,1234.545,91.0,0.0,-142.24060000000003
30,4.662046,cubic,cubic,0.579,1519.418,1356.467,93.0,0.0,-151.3628
31,4.818375,cubic,cubic,0.612,1561.74,1467.413,93.0,0.0,-155.562
32,4.91793,bbr,bbr,0.634,1435.275,1468.602,94.0,0.0,-142.89350000000002
33,5.059052,vegas,vegas,0.708,1351.732,1397.48,100.0,0.0,-134.4652
34,5.169575,bbr,bbr,0.718,1358.926,1351.284,104.0,0.0,-135.1746
35,5.317767,vegas,vegas,0.79,1294.3,1303.45,109.0,0.0,-128.64000000000001
36,5.449516,vegas,vegas,0.779,1158.843,1192.661,115.0,0.0,-115.10530000000001
37,5.579463,cubic,cubic,0.759,1069.315,1130.374,118.0,0.0,-106.17250000000001
38,5.699435,bbr,bbr,0.713,1079.265,1087.949,118.0,0.0,-107.21350000000002
39,5.849971,bbr,bbr,0.699,1069.121,1044.281,125.0,0.0,-106.21310000000001
40,5.978151,cubic,cubic,0.788,1010.12,1016.721,130.0,0.0,-100.224
41,6.20998,vegas,vegas,0.791,1103.213,1042.782,130.0,0.0,-109.53030000000001
42,6.38824,bbr,bbr,0.89,1124.83,1093.362,134.0,0.0,-111.593
43,6.540139,cubic,cubic,1.007,1134.567,1105.065,138.0,0.0,-112.4497
44,6.730706,bbr,bbr,1.016,1204.646,1143.206,138.0,0.0,-119.4486
45,6.861785,vegas,vegas,1.051,1203.464,1175.714,145.0,0.0,-119.2954
46,6.998091,vegas,vegas,1.112,1283.899,1215.492,151.0,0.0,-127.27789999999999
47,7.122177,cubic,cubic,1.056,1315.587,1276.771,153.0,0.0,-130.5027
48,7.277757,cubic,cubic,1.039,1368.099,1320.482,154.0,0.0,-135.7709
49,7.440336,bbr,bbr,1.049,1438.474,1369.822,154.0,0.0,-142.7984
50,7.585938,vegas,vegas,1.096,1315.53,1318.185,159.0,0.0,-130.457
51,7.717228,bbr,bbr,1.089,1368.203,1332.919,164.0,0.0,-135.7313
52,7.821759,cubic,cubic,1.117,1402.271,1379.522,167.0,0.0,-139.11010000000002
53,7.94967,vegas,vegas,1.113,1463.618,1413.459,167.0,0.0,-145.2488
54,8.050155,vegas,vegas,1.108,1445.486,1435.448,172.0,0.0,-143.44060000000002
55,8.185296,cubic,cubic,1.1,1435.315,1440.872,174.0,0.0,-142.43150000000003
56,8.313752,bbr,bbr,1.078,1496.181,1457.349,174.0,0.0,-148.5401
57,8.437773,bbr,bbr,1.076,1539.995,1493.718,180.0,0.0,-152.92350000000002
58,8.559102,cubic,cubic,1.084,1555.209,1531.615,185.0,0.0,-154.4369
59,8.677986,vegas,vegas,1.098,1613.6,1553.448,185.0,0.0,-160.262
60,8.812434,bbr,bbr,1.099,1603.137,1598.796,190.0,0.0,-159.21470000000002
61,8.971941,cubic,cubic,1.1,1652.426,1603.016,192.0,0.0,-164.14260000000002
62,9.14123,bbr,bbr,1.023,1784.285,1655.5,192.0,0.0,-177.40550000000002
63,9.358453,vegas,vegas,0.958,1910.665,1745.562,195.0,0.0,-190.10850000000002
64,9.53649,cubic,cubic,0.916,1987.57,1893.293,200.0,0.0,-197.841
65,9.682741,cubic,cubic,0.908,2062.912,1957.88,200.0,0.0,-205.38320000000002
66,9.816471,vegas,vegas,0.905,2127.787,2021.089,200.0,0.0,-211.87369999999999
67,9.943119,bbr,bbr,0.877,2178.019,2093.364,204.0,0.0,-216.92489999999998
68,10.03974,vegas,vegas,0.877,2225.157,2129.108,206.0,0.0,-221.63870000000003
69,10.179436,vegas,vegas,0.853,2297.896,2185.699,210.0,0.0,-228.93660000000003
