step,elapsed_sec,action,observed_protocol,throughput_mbps,rtt_ms,smoothed_rtt,cwnd,loss_rate,reward
161,7.154295,hybla,hybla,1.118,1400.129,1373.409,171.0,0.0,-138.8949
162,7.203614,hybla,hybla,1.117,1400.436,1376.787,172.0,0.0,-138.9266
163,7.234167,hybla,hybla,1.117,1428.806,1383.29,173.0,0.0,-141.76360000000003
164,7.306779,hybla,hybla,1.136,1422.278,1392.951,175.0,0.0,-141.0918
165,7.35424,hybla,hybla,1.102,1450.297,1405.312,176.0,0.0,-143.92770000000002
166,7.404808,hybla,hybla,1.118,1426.751,1410.67,178.0,0.0,-141.55710000000002
167,7.436537,hybla,hybla,1.115,1452.301,1421.039,180.0,0.0,-144.11509999999998
168,7.47392,hybla,hybla,1.129,1439.099,1423.962,181.0,0.0,-142.7809
169,7.516451,hybla,hybla,1.132,1403.04,1428.793,183.0,0.0,-139.172
170,7.594462,hybla,hybla,1.157,1478.732,1433.055,185.0,0.0,-146.7162
171,7.654302,hybla,hybla,1.127,1491.284,1451.094,187.0,0.0,-148.00140000000002
172,7.683659,hybla,hybla,1.111,1500.55,1459.79,188.0,0.0,-148.94400000000002
173,7.715283,hybla,hybla,1.111,1510.925,1472.06,189.0,0.0,-149.9815
174,7.741927,hybla,hybla,1.104,1523.571,1483.916,190.0,0.0,-151.2531
175,7.766921,hybla,hybla,1.11,1493.49,1486.349,191.0,0.0,-148.239
176,7.819899,hybla,hybla,1.132,1546.113,1494.604,192.0,0.0,-153.47930000000002
177,7.844043,hybla,hybla,1.097,1538.755,1506.473,193.0,0.0,-152.7785
178,7.87709,hybla,hybla,1.107,1559.032,1513.043,194.0,0.0,-154.7962
179,7.908208,hybla,hybla,1.128,1522.989,1520.121,196.0,0.0,-151.17090000000002
180,7.93569,hybla,hybla,1.118,1550.19,1523.88,197.0,0.0,-153.901
181,7.991101,hybla,hybla,1.121,1545.49,1534.518,199.0,0.0,-153.428
182,8.068324,hybla,hybla,1.122,1603.627,1549.338,202.0,0.0,-159.2407
